run,pageId,result,scope
desktop-chromium,library-dashboard,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-entity-360,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-history-timeline,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-document-workspace,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-task-workspace,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-communication-workspace,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-policy-editor,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-permissions-matrix,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-workflow-configuration,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-import-wizard,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-background-jobs,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-schedule-configuration,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-audit-explorer,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-integration-configuration,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,allyvora-patient-query,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,allyvora-patient-record,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,allyvora-patient-360,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,spreadsheet-studio,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,import-export,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,bulk-operations,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,theme-studio,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,localization,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,accessibility,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,page-catalog,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,component-contracts,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,keyboard-shortcuts,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,integration-guide,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,preferences,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,saved-views,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,shortcut-manager,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,notifications,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,messages,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,ai-administration,passed,navigation/rendered presentation; not complete domain acceptance
compact-followup,template-patient-master,passed,navigation/rendered presentation; not complete domain acceptance
compact-followup,table-components,passed,navigation/rendered presentation; not complete domain acceptance
compact-followup,allyvora-patient-query,passed,navigation/rendered presentation; not complete domain acceptance
