message_key,english,current_translation,reviewer,status,proposed_translation,notes
Enter {field},Enter {field},{field} നൽകുക,,Pending,,
Enter {name} name,Enter {name} name,{name} പേര് നൽകുക,,Pending,,
field.customer.segment.option.Enterprise,Enterprise,വൻകിട സ്ഥാപനം,,Pending,,
field.user.roles.option.enterprise-admin,Enterprise Administrator,സ്ഥാപന അഡ്മിനിസ്ട്രേറ്റർ,,Pending,,
Enterprise segment,Enterprise segment,വൻകിട സ്ഥാപന വിഭാഗം,,Pending,,
ui.error.54a0e8c1,Error,പിശക്,,Pending,,
ui.error.rows.2e0bd452,Error rows,പിശകുള്ള വരികൾ,,Pending,,
ui.errors.cb702378,Errors,പിശകുകൾ,,Pending,,
ui.esc.to.clear.3bfa5f77,Esc to clear,മായ്ക്കാൻ Esc,,Pending,,
"Escalation follows policy, never a score alone.","Escalation follows policy, never a score alone.","തുടർനടപടി നയമനുസരിച്ചാണ്, സ്കോർ മാത്രം അടിസ്ഥാനമാക്കിയല്ല.",,Pending,,
ui.every.demo.password.is.the.same.as.its.username.selectin.d1681c9f,Every demo password is the same as its username. Selecting an account fills both fields.,ഓരോ ഡെമോ പാസ്‌വേഡും ഉപയോക്തൃനാമം തന്നെയാണ്. അക്കൗണ്ട് തിരഞ്ഞെടുത്താൽ രണ്ട് ഫീൽഡുകളും പൂരിപ്പിക്കും.,,Pending,,
Every item goes somewhere,Every item goes somewhere,ഓരോ ഇനത്തിനും ഒരു ലക്ഷ്യസ്ഥാനം,,Pending,,
Every preference is back to its default.,Every preference is back to its default.,എല്ലാ മുൻഗണനകളും ഡിഫോൾട്ടിലേക്ക് മടങ്ങി.,,Pending,,
Every section says why,Every section says why,ഓരോ വിഭാഗവും കാരണം വ്യക്തമാക്കുന്നു,,Pending,,
ui.everything.has.been.read.66567841,Everything has been read.,എല്ലാം വായിച്ചു.,,Pending,,
page.notifications.subtitle,"Everything the system has raised for you, and the record behind each one.",സിസ്റ്റം നിങ്ങൾക്കായി സൃഷ്ടിച്ച എല്ലാ അറിയിപ്പുകളും അവയുമായി ബന്ധപ്പെട്ട രേഖകളും.,,Pending,,
section.consultation.examination.title,Examination,പരിശോധന,,Pending,,
"Exceeded by AED 12,400 on this order.","Exceeded by AED 12,400 on this order.","ഈ ഓർഡറിൽ AED 12,400 അധികമായി.",,Pending,,
Excel workbook,Excel workbook,Excel വർക്ക്ബുക്ക്,,Pending,,
Excel workbook (.xlsx),Excel workbook (.xlsx),Excel വർക്ക്ബുക്ക് (.xlsx),,Pending,,
ui.exception.b4fe3d52,Exception,ഒഴിവ്,,Pending,,
menu.payroll.exception-worklist.label,Exception Worklist,അപവാദ പ്രവൃത്തിപ്പട്ടിക,,Pending,,
Exception rate,Exception rate,അപവാദ നിരക്ക്,,Pending,,
Exceptions,Exceptions,അപവാദങ്ങൾ,,Pending,,
ui.exchange.rate.c42b0984,Exchange rate,വിനിമയ നിരക്ക്,,Pending,,
Exempt,Exempt,ഒഴിവാക്കിയത്,,Pending,,
Exemption certificate,Exemption certificate,ഇളവ് സർട്ടിഫിക്കറ്റ്,,Pending,,
Exercise tolerance,Exercise tolerance,വ്യായാമ സഹനശേഷി,,Pending,,
Exertional component,Exertional component,അധ്വാനവുമായി ബന്ധം,,Pending,,
ui.expand.chart.17fa3f93,Expand chart,ചാർട്ട് വികസിപ്പിക്കുക,,Pending,,
ui.expands.on.389a54e9,Expands on,വികസിക്കുന്നത്,,Pending,,
api.message.63bb02664ed1,Expected record values.,റെക്കോർഡ് മൂല്യങ്ങൾ ആവശ്യമാണ്.,,Pending,,
api.message.4951e1da4de5,"Expected { pageId: string, layout: object }.","{ pageId: string, layout: object } ആവശ്യമാണ്.",,Pending,,
api.message.56a94e3d0417,Expected { preferences: object }.,{ preferences: object } ആവശ്യമാണ്.,,Pending,,
menu.finance.expense-entry.label,Expense Entry,ചെലവ് രേഖപ്പെടുത്തൽ,,Pending,,
Expiring in 90 days,Expiring in 90 days,90 ദിവസത്തിനുള്ളിൽ കാലാവധി തീരുന്നവ,,Pending,,
Expiring within 90 days,Expiring within 90 days,90 ദിവസത്തിനുള്ളിൽ കാലാവധി തീരുന്നവ,,Pending,,
menu.pharmacy.expiry-risk-report.label,Expiry Risk,കാലാവധി തീരാനുള്ള സാധ്യത,,Pending,,
ui.explain.3b61e4e9,Explain,വിശദീകരിക്കുക,,Pending,,
ui.explain.figures.8a325f0d,Explain figures,കണക്കുകൾ വിശദീകരിക്കുക,,Pending,,
Explain these figures,Explain these figures,ഈ കണക്കുകൾ വിശദീകരിക്കുക,,Pending,,
Explain this record,Explain this record,ഈ രേഖ വിശദീകരിക്കുക,,Pending,,
Explains the fields on the open record and what its current status means.,Explains the fields on the open record and what its current status means.,തുറന്ന രേഖയിലെ ഫീൽഡുകളും നിലവിലെ നിലയുടെ അർത്ഥവും വിശദീകരിക്കുന്നു.,,Pending,,
ui.export.36648955,Export,കയറ്റുമതി ചെയ്യുക,,Pending,,
field.customer.jurisdiction.option.export,Export / zero-rated,കയറ്റുമതി / പൂജ്യം നിരക്ക്,,Pending,,
Export evidence,Export evidence,തെളിവുകൾ എക്സ്പോർട്ട് ചെയ്യുക,,Pending,,
ui.export.format.df339cb8,Export format,എക്സ്പോർട്ട് ഫോർമാറ്റ്,,Pending,,
Export ready,Export ready,എക്സ്പോർട്ട് തയ്യാറാണ്,,Pending,,
Export visible records ({format}),Export visible records ({format}),ദൃശ്യമായ റെക്കോർഡുകൾ കയറ്റുമതി ചെയ്യുക ({format}),,Pending,,
ui.export.workbook.f9fce806,Export workbook,വർക്ക്ബുക്ക് എക്സ്പോർട്ട് ചെയ്യുക,,Pending,,
Export • Zero rated,Export • Zero rated,കയറ്റുമതി • പൂജ്യം നിരക്ക്,,Pending,,
column.supplier-fin-master.exposure.label,Exposure,സാമ്പത്തിക ബാധ്യത,,Pending,,
"Exposure, adherence, response, side effects, interactions.","Exposure, adherence, response, side effects, interactions.","ഉപയോഗം, പാലിക്കൽ, പ്രതികരണം, പാർശ്വഫലങ്ങൾ, പരസ്പരപ്രവർത്തനങ്ങൾ.",,Pending,,
Extensive — two of three categories met,Extensive — two of three categories met,വിപുലം — മൂന്നിൽ രണ്ട് വിഭാഗങ്ങൾ പാലിച്ചു,,Pending,,
field.hr-dashboard.category.option.External,External,ബാഹ്യം,,Pending,,
ui.external.billing.reference.e59adc54,External billing reference,ബാഹ്യ ബില്ലിംഗ് റഫറൻസ്,,Pending,,
External examination if indicated,External examination if indicated,ആവശ്യമെങ്കിൽ ബാഹ്യ പരിശോധന,,Pending,,
field.hr-dashboard.externalRef.label,External reference,ബാഹ്യ റഫറൻസ്,,Pending,,
Eye contact,Eye contact,കണ്ണുകളിലൂടെയുള്ള സമ്പർക്കം,,Pending,,
ui.face.to.face.and.non.face.to.face.time.by.the.reporting.6df1aa8e,Face-to-face and non-face-to-face time by the reporting practitioner on that date. Do not infer it from how long the record was open.,ആ തീയതിയിൽ റിപ്പോർട്ട് ചെയ്യുന്ന ചികിത്സകന്റെ നേരിട്ടും അല്ലാതെയുമുള്ള സമയം. രേഖ തുറന്നിരുന്ന ദൈർഘ്യത്തിൽ നിന്ന് കണക്കാക്കരുത്.,,Pending,,
Falls risk,Falls risk,വീഴ്ചാ സാധ്യത,,Pending,,
"Falls, cognition, function, polypharmacy, caregiver, goals.","Falls, cognition, function, polypharmacy, caregiver, goals.","വീഴ്ചകൾ, ബോധശേഷി, പ്രവർത്തനശേഷി, പല മരുന്നുകളുടെ ഉപയോഗം, പരിചാരകൻ, ലക്ഷ്യങ്ങൾ.",,Pending,,
Feb,Feb,ഫെബ്രുവരി,,Pending,,
Feedback,Feedback,പ്രതികരണം,,Pending,,
menu.library.feedback-components.label,Feedback & Overlays,പ്രതികരണങ്ങളും ഓവർലേകളും,,Pending,,
Feeding and intake,Feeding and intake,ആഹാരവും കഴിക്കുന്ന അളവും,,Pending,,
Fetal heart rate,Fetal heart rate,ഭ്രൂണ ഹൃദയമിടിപ്പ്,,Pending,,
Fetal movement,Fetal movement,ഭ്രൂണ ചലനം,,Pending,,
Fever pattern,Fever pattern,പനിയുടെ രീതി,,Pending,,
"Fever, cough or acute presentation","Fever, cough or acute presentation","പനി, ചുമ, തീവ്ര ലക്ഷണങ്ങൾ",,Pending,,
ui.field.f45fc1df,Field,ഫീൽഡ്,,Pending,,
Fields,Fields,ഫീൽഡുകൾ,,Pending,,
Fields and sections are defined once and rendered by every form presentation.,Fields and sections are defined once and rendered by every form presentation.,ഫീൽഡുകളും വിഭാഗങ്ങളും ഒരിക്കൽ നിർവചിച്ച് എല്ലാ ഫോം രൂപങ്ങളിലും പ്രദർശിപ്പിക്കുന്നു.,,Pending,,
ui.fill.033955d4,Fill,പൂരിപ്പിക്കുക,,Pending,,
Filter,Filter,ഫിൽട്ടർ,,Pending,,
ui.filter.options.62b72239,Filter options,ഫിൽട്ടർ ഓപ്ഷനുകൾ,,Pending,,
ui.filtered.0ba993b3,Filtered,ഫിൽട്ടർ ചെയ്തത്,,Pending,,
ui.filters.546ebb8e,Filters,ഫിൽട്ടറുകൾ,,Pending,,
Filters excluded from links: {count}. Save a view to share this.,Filters excluded from links: {count}. Save a view to share this.,ലിങ്കുകളിൽ നിന്ന് ഒഴിവാക്കിയ ഫിൽട്ടറുകൾ: {count}. പങ്കിടാൻ കാഴ്ച സംരക്ഷിക്കുക.,,Pending,,
Filters reset,Filters reset,ഫിൽട്ടറുകൾ പുനഃസജ്ജമാക്കി,,Pending,,
ui.filters.columns.sort.and.page.size.are.stored.with.your.643172f0,"Filters, columns, sort and page size are stored with your account.","ഫിൽട്ടറുകൾ, നിരകൾ, ക്രമം, പേജ് വലുപ്പം എന്നിവ നിങ്ങളുടെ അക്കൗണ്ടിൽ സംരക്ഷിക്കുന്നു.",,Pending,,
"Filters, views, columns, sorting, pagination and preview","Filters, views, columns, sorting, pagination and preview","ഫിൽട്ടറുകൾ, കാഴ്ചകൾ, നിരകൾ, ക്രമം, പേജ് വിഭജനം, പ്രിവ്യൂ",,Pending,,
menu.payroll.final-settlement.label,Final Settlement,അന്തിമ തീർപ്പാക്കൽ,,Pending,,
Final review,Final review,അന്തിമ അവലോകനം,,Pending,,
Final segments: {count},Final segments: {count},അവസാന ഭാഗങ്ങൾ: {count},,Pending,,
Finance,Finance,ധനകാര്യം,,Pending,,
Finance & Accounting,Finance & Accounting,ധനകാര്യവും അക്കൗണ്ടിംഗും,,Pending,,
Finance Command Center,Finance Command Center,ധനകാര്യ നിയന്ത്രണ കേന്ദ്രം,,Pending,,
Finance Dashboard,Finance Dashboard,ധനകാര്യ ഡാഷ്ബോർഡ്,,Pending,,
Finance Leadership,Finance Leadership,ധനകാര്യ നേതൃത്വം,,Pending,,
field.user.roles.option.finance-manager,Finance Manager,ധനകാര്യ മാനേജർ,,Pending,,
Finance Queues,Finance Queues,ധനകാര്യ ക്യൂകൾ,,Pending,,
Finance Setup,Finance Setup,ധനകാര്യ സജ്ജീകരണം,,Pending,,
Finance review,Finance review,ധനകാര്യ അവലോകനം,,Pending,,
Financial Statements,Financial Statements,സാമ്പത്തിക പ്രസ്താവനകൾ,,Pending,,
ui.find.approvals.02c11f97,Find approvals,അംഗീകാരങ്ങൾ തിരയുക,,Pending,,
Find documentation gaps,Find documentation gaps,രേഖപ്പെടുത്തലിലെ കുറവുകൾ കണ്ടെത്തുക,,Pending,,
Find records,Find records,രേഖകൾ കണ്ടെത്തുക,,Pending,,
field.consultation.examinationNotes.label,Findings,കണ്ടെത്തലുകൾ,,Pending,,
ui.fingerprint.ba7af0b7,Fingerprint,ഫിംഗർപ്രിന്റ്,,Pending,,
api.message.9a2e0adf7846,Finish or retry earlier imports before creating another.,പുതിയത് തുടങ്ങുന്നതിന് മുമ്പ് മുൻ ഇറക്കുമതികൾ പൂർത്തിയാക്കുക അല്ലെങ്കിൽ വീണ്ടും ശ്രമിക്കുക.,,Pending,,
Finished goods,Finished goods,പൂർത്തിയായ ഉൽപ്പന്നങ്ങൾ,,Pending,,
ui.fires.a.sample.using.the.settings.above.33ab8430,Fires a sample using the settings above.,മുകളിലെ ക്രമീകരണങ്ങൾ ഉപയോഗിച്ച് മാതൃക കാണിക്കുന്നു.,,Pending,,
ui.first.set.3757ac29,First set,ആദ്യം സജ്ജമാക്കിയത്,,Pending,,
menu.finance.fiscal-period.label,Fiscal Period,സാമ്പത്തിക കാലയളവ്,,Pending,,
ui.fix.sidebar.open.5cfa2a6b,Fix sidebar open,സൈഡ്ബാർ തുറന്ന നിലയിൽ ഉറപ്പിക്കുക,,Pending,,
ui.floating.windows.4f5a6c7b,Floating windows,ഫ്ലോട്ടിംഗ് വിൻഡോകൾ,,Pending,,
Flow,Flow,ഒഴുക്ക്,,Pending,,
column.consultation-worklist.followUp.label,Follow-up,തുടർപരിശോധന,,Pending,,
ui.follow.up.and.safety.net.plan.verified.2e5847f1,Follow-up and safety-net plan verified,തുടർപരിശോധനയും സുരക്ഷാ പദ്ധതിയും പരിശോധിച്ചു,,Pending,,
field.consultation.followUp.label,Follow-up date,തുടർപരിശോധന തീയതി,,Pending,,
field.consultation.outcome.option.Follow-up%20in%204%20weeks,Follow-up in 4 weeks,4 ആഴ്ചയ്ക്കുള്ളിൽ തുടർപരിശോധന,,Pending,,
Follow-up ownership,Follow-up ownership,തുടർപരിശോധനയുടെ ഉത്തരവാദിത്തം,,Pending,,
ui.font.family.119ef3fa,Font family,ഫോണ്ട് കുടുംബം,,Pending,,
Font size,Font size,ഫോണ്ട് വലുപ്പം,,Pending,,
ui.fonts.and.sizes.for.the.shell.forms.and.result.lists.5079efb6,"Fonts and sizes for the shell, forms and result lists.","ഷെൽ, ഫോമുകൾ, ഫല പട്ടികകൾ എന്നിവയുടെ ഫോണ്ടുകളും വലുപ്പങ്ങളും.",,Pending,,
For this browser only,For this browser only,ഈ ബ്രൗസറിന് മാത്രം,,Pending,,
Forecast confidence,Forecast confidence,പ്രവചനത്തിലെ വിശ്വാസം,,Pending,,
column.drug-master.form.label,Form,ഫോം,,Pending,,
menu.library.form-controls.label,Form Controls,ഫോം നിയന്ത്രണങ്ങൾ,,Pending,,
menu.library.form-patterns.label,Form Patterns,ഫോം മാതൃകകൾ,,Pending,,
Form and process,Form and process,രൂപവും പ്രക്രിയയും,,Pending,,
Form controls,Form controls,ഫോം നിയന്ത്രണങ്ങൾ,,Pending,,
ui.form.field.size.b4395a90,Form field size,ഫോം ഫീൽഡ് വലുപ്പം,,Pending,,
ui.form.mode.657dd0c2,Form mode:,ഫോം മോഡ്:,,Pending,,
Form schemas,Form schemas,ഫോം സ്കീമകൾ,,Pending,,
FormRenderer usage increased,FormRenderer usage increased,FormRenderer ഉപയോഗം വർധിച്ചു,,Pending,,
menu.payroll.pay-formula.label,Formula Designer,ഫോർമുല ഡിസൈനർ,,Pending,,
ui.formula.bar.8b12e6c7,Formula bar,ഫോർമുല ബാർ,,Pending,,
column.drug-master.formulary.label,Formulary,അംഗീകൃത മരുന്നുപട്ടിക,,Pending,,
menu.pharmacy.rx-formulary.label,Formulary & Stock,മരുന്നുപട്ടികയും സ്റ്റോക്കും,,Pending,,
menu.pharmacy.formulary-setup.label,Formulary Setup,മരുന്നുപട്ടിക ക്രമീകരണം,,Pending,,
Formulary compliance,Formulary compliance,മരുന്നുപട്ടിക അനുസരണം,,Pending,,
ui.four.characters.enough.to.tell.two.keys.apart.not.enough.4eee3d19,"Four characters. Enough to tell two keys apart, not enough to be one.","നാല് അക്ഷരങ്ങൾ. രണ്ട് കീകൾ തിരിച്ചറിയാൻ മതി, കീ ആയി ഉപയോഗിക്കാൻ മതിയാകില്ല.",,Pending,,
"Four layers, one screen","Four layers, one screen","നാല് തലങ്ങൾ, ഒരു സ്ക്രീൻ",,Pending,,
ui.frequency.16b6668d,Frequency,ആവൃത്തി,,Pending,,
From date,From date,ആരംഭ തീയതി,,Pending,,
menu.sales.fulfillment-worklist.label,Fulfillment Worklist,ഓർഡർ പൂർത്തീകരണ പട്ടിക,,Pending,,
Fulfillment exceptions,Fulfillment exceptions,നിറവേറ്റൽ അപവാദങ്ങൾ,,Pending,,
Function,Function,പ്രവർത്തനശേഷി,,Pending,,
"Function, frailty and caregiver","Function, frailty and caregiver","പ്രവർത്തനശേഷി, ദുർബലത, പരിചാരകൻ",,Pending,,
Functional,Functional,പ്രവർത്തനപരമായത്,,Pending,,
Functional limitation,Functional limitation,പ്രവർത്തനപരമായ പരിമിതി,,Pending,,
Fundal height,Fundal height,ഗർഭാശയ ഉയരം,,Pending,,
Future-token ready,Future-token ready,ഭാവി ടോക്കണുകൾക്ക് തയ്യാറാണ്,,Pending,,
GBP — Pound sterling,GBP — Pound sterling,GBP — പൗണ്ട് സ്റ്റെർലിംഗ്,,Pending,,
column.patient-master.gender.label,Gender,ലിംഗം,,Pending,,
General,General,പൊതുവായത്,,Pending,,
General Ledger,General Ledger,ജനറൽ ലെഡ്ജർ,,Pending,,
field.consultation.specialty.option.General%20Medicine,General Medicine,ജനറൽ മെഡിസിൻ,,Pending,,
General and abdominal,General and abdominal,പൊതുവായതും ഉദരപരവും,,Pending,,
section.hr-dashboard.general.title,General information,പൊതുവിവരങ്ങൾ,,Pending,,
General status,General status,പൊതുനില,,Pending,,
ui.generated.17.42.gst.f43f2032,Generated 17:42 GST,17:42 GST-ൽ സൃഷ്ടിച്ചു,,Pending,,
Georgia (serif),Georgia (serif),Georgia (സെരിഫ്),,Pending,,
Gestational age,Gestational age,ഗർഭകാല പ്രായം,,Pending,,
"Gestational status, medication and imaging safety.","Gestational status, medication and imaging safety.","ഗർഭാവസ്ഥാ നില, മരുന്നിന്റെയും ഇമേജിംഗിന്റെയും സുരക്ഷ.",,Pending,,
Global and page-specific actions are discoverable and focus accessible.,Global and page-specific actions are discoverable and focus accessible.,പൊതുവായതും പേജിനുള്ളതുമായ നടപടികൾ കണ്ടെത്താനും ഫോക്കസ് വഴി ഉപയോഗിക്കാനും കഴിയും.,,Pending,,
Go to the module dashboard,Go to the module dashboard,മൊഡ്യൂൾ ഡാഷ്ബോർഡിലേക്ക് പോകുക,,Pending,,
Goes to,Goes to,അയയ്ക്കുന്നത്,,Pending,,
ui.goes.to.69415870,Goes to ,അയയ്ക്കുന്നത് ,,Pending,,
menu.supply.goods-receipt.label,Goods Receipt,സാധനങ്ങൾ സ്വീകരിക്കൽ,,Pending,,
Goods receipt posted,Goods receipt posted,ചരക്ക് സ്വീകരണം പോസ്റ്റ് ചെയ്തു,,Pending,,
Government,Government,സർക്കാർ,,Pending,,
menu.hr.grade-master.label,Grade & Band,ഗ്രേഡും ബാൻഡും,,Pending,,
ui.grand.total.d88867c4,Grand total,മൊത്തം ആകെ,,Pending,,
Grid,Grid,ഗ്രിഡ്,,Pending,,
Grooming,Grooming,വ്യക്തിപരമായ വൃത്തിയും വേഷവും,,Pending,,
Gross margin,Gross margin,മൊത്ത മാർജിൻ,,Pending,,
Gross subtotal,Gross subtotal,മൊത്ത ഉപതുക,,Pending,,
Growth,Growth,വളർച്ച,,Pending,,
Growth centile,Growth centile,വളർച്ചയുടെ പെർസെന്റൈൽ,,Pending,,
Growth trajectory,Growth trajectory,വളർച്ചാ പ്രവണത,,Pending,,
"Guardian source, growth, development, age-appropriate ranges.","Guardian source, growth, development, age-appropriate ranges.","രക്ഷിതാവിൽ നിന്നുള്ള വിവരം, വളർച്ച, വികാസം, പ്രായാനുസൃത പരിധികൾ.",,Pending,,
"Guardian source, weight-based safety, development, consent.","Guardian source, weight-based safety, development, consent.","രക്ഷിതാവിൽ നിന്നുള്ള വിവരം, ഭാരാധിഷ്ഠിത സുരക്ഷ, വികാസം, സമ്മതം.",,Pending,,
"Guardian, growth and safeguarding","Guardian, growth and safeguarding","രക്ഷിതാവ്, വളർച്ച, സംരക്ഷണം",,Pending,,
Guided tour ·,Guided tour ·,മാർഗനിർദേശ പര്യടനം ·,,Pending,,
ui.guided.tour.40eb5b9e,Guided tour · ,മാർഗനിർദേശ പര്യടനം · ,,Pending,,
ui.guided.tours.and.shortcuts.bottom.corner.86c65f92,"Guided tours and shortcuts, bottom corner",താഴെ മൂലയിൽ മാർഗനിർദേശവും കുറുക്കുവഴികളും,,Pending,,
Gynaecological,Gynaecological,സ്ത്രീരോഗ സംബന്ധമായത്,,Pending,,
module.healthcare.shortLabel,HC,ആരോഗ്യ പരിചരണം,,Pending,,
module.hr.shortLabel,HR,മാനവ വിഭവശേഷി,,Pending,,
field.user.roles.option.hr-business-partner,HR Business Partner,മാനവവിഭവ ബിസിനസ് പങ്കാളി,,Pending,,
page.hr-dashboard.title,HR Command Center,മാനവ വിഭവ നിയന്ത്രണ കേന്ദ്രം,,Pending,,
menu.hr.hr-dashboard.label,HR Dashboard,മാനവ വിഭവ ഡാഷ്ബോർഡ്,,Pending,,
menu.hr.hr-settings.label,HR Setup,മാനവ വിഭവ ക്രമീകരണം,,Pending,,
field.user.owner.option.hr-shared,HR Shared Services,പങ്കിട്ട മാനവവിഭവ സേവനങ്ങൾ,,Pending,,
Head circumference,Head circumference,തലയുടെ ചുറ്റളവ്,,Pending,,
ui.header.ba5caa42,Header,ഹെഡർ,,Pending,,
Header entries,Header entries,ഹെഡർ എൻട്രികൾ,,Pending,,
"Header records, lines, payments, tax and print composition","Header records, lines, payments, tax and print composition","ഹെഡർ രേഖകൾ, ലൈനുകൾ, പണമടയ്ക്കൽ, നികുതി, പ്രിന്റ് സംയോജനം",,Pending,,
ui.header.theme.994e2001,Header theme,ഹെഡർ തീം,,Pending,,
ui.header.tone.8dd3f09c,Header tone,ഹെഡർ വർണ്ണശൈലി,,Pending,,
"Header, module navigation, sidebar, tabs and footer","Header, module navigation, sidebar, tabs and footer","ഹെഡർ, മൊഡ്യൂൾ നാവിഗേഷൻ, സൈഡ്ബാർ, ടാബുകൾ, ഫൂട്ടർ",,Pending,,
ui.header.sidebar.cards.and.everything.not.listed.below.03fd4fdb,"Header, sidebar, cards and everything not listed below.","ഹെഡർ, സൈഡ്ബാർ, കാർഡുകൾ, താഴെ പട്ടികപ്പെടുത്തിയിട്ടില്ലാത്തവ.",,Pending,,
Health,Health,ആരോഗ്യം,,Pending,,
module.healthcare.label,Healthcare,ആരോഗ്യ പരിചരണം,,Pending,,
menu.healthcare.healthcare-dashboard.label,Healthcare Dashboard,ആരോഗ്യ പരിചരണ ഡാഷ്ബോർഡ്,,Pending,,
"Heart failure, hypertension or arrhythmia review","Heart failure, hypertension or arrhythmia review","ഹൃദയപരാജയം, ഉയർന്ന രക്തസമ്മർദ്ദം, താളവ്യതിയാനം എന്നിവയുടെ പരിശോധന",,Pending,,
Heart sounds,Heart sounds,ഹൃദയശബ്ദങ്ങൾ,,Pending,,
Heart-failure functional class,Heart-failure functional class,ഹൃദയപരാജയ പ്രവർത്തന വിഭാഗം,,Pending,,
Height or length centile,Height or length centile,ഉയരം അല്ലെങ്കിൽ നീളത്തിന്റെ പെർസെന്റൈൽ,,Pending,,
ui.held.back.300ea402,Held back:,തടഞ്ഞുവച്ചു:,,Pending,,
ui.help.b79cac92,Help,സഹായം,,Pending,,
ui.help.b22e5e67,Help (?),സഹായം (?),,Pending,,
ui.help.assistant.button.ac1e5563,Help assistant button,സഹായ അസിസ്റ്റന്റ് ബട്ടൺ,,Pending,,
field.hr-dashboard.priority.option.High,High,ഉയർന്നത്,,Pending,,
High — e.g. drug therapy requiring intensive monitoring for toxicity; decision regarding hospitalisation,High — e.g. drug therapy requiring intensive monitoring for toxicity; decision regarding hospitalisation,ഉയർന്നത് — ഉദാ. വിഷപ്രഭാവത്തിന് തീവ്ര നിരീക്ഷണം ആവശ്യമായ മരുന്ന് ചികിത്സ; ആശുപത്രി പ്രവേശന തീരുമാനം,,Pending,,
field.user.language.option.hi,Hindi,ഹിന്ദി,,Pending,,
field.consultation.history.label,History of presenting complaint,നിലവിലെ പരാതിയുടെ ചരിത്രം,,Pending,,
"History, allergies and reconciliation","History, allergies and reconciliation","ചരിത്രം, അലർജികൾ, മരുന്ന് പൊരുത്തപ്പെടുത്തൽ",,Pending,,
ui.honoured.by.every.module.and.page.4bbba1b9,Honoured by every module and page.,എല്ലാ മൊഡ്യൂളുകളിലും പേജുകളിലും പാലിക്കുന്നു.,,Pending,,
Hover,Hover,മൗസ് മുകളിൽ വയ്ക്കൽ,,Pending,,
ui.how.the.data.table.reads.at.twelve.columns.and.a.hundred.ff397919,How the data table reads at twelve columns and a hundred rows.,പന്ത്രണ്ട് നിരകളും നൂറ് വരികളുമുള്ള പട്ടികയുടെ പ്രദർശനം.,,Pending,,
ui.how.the.provider.is.permitted.to.handle.what.it.is.sent.8a5b2181,How the provider is permitted to handle what it is sent.,അയച്ച ഉള്ളടക്കം ദാതാവിന് എങ്ങനെ കൈകാര്യം ചെയ്യാം.,,Pending,,
ui.how.this.was.composed.a455784c,How this was composed,ഇത് എങ്ങനെ തയ്യാറാക്കി,,Pending,,
module.hr.label,Human Resources,മാനവ വിഭവശേഷി,,Pending,,
Hydration,Hydration,ജലാംശ നില,,Pending,,
Hypertensive or diabetic risk,Hypertensive or diabetic risk,ഉയർന്ന രക്തസമ്മർദ്ദമോ പ്രമേഹമോ ഉണ്ടാകാനുള്ള സാധ്യത,,Pending,,
ui.i.reviewed.the.clinical.content.8bdeac61,I reviewed the clinical content,ക്ലിനിക്കൽ ഉള്ളടക്കം ഞാൻ പരിശോധിച്ചു,,Pending,,
INR — Indian rupee,INR — Indian rupee,INR — ഇന്ത്യൻ രൂപ,,Pending,,
INR • Indian Rupee,INR • Indian Rupee,INR • ഇന്ത്യൻ രൂപ,,Pending,,
field.user.owner.option.it-desk,IT Service Desk,ഐടി സേവന കേന്ദ്രം,,Pending,,
Id,Id,ഐഡി,,Pending,,
section.hr-dashboard.general.description,"Identification, ownership and lifecycle.","തിരിച്ചറിയൽ, ഉടമസ്ഥത, ജീവിതചക്രം.",,Pending,,
section.user.identity.title,Identity,തിരിച്ചറിയൽ,,Pending,,
menu.hr.identity.label,Identity & Access,തിരിച്ചറിയലും പ്രവേശനവും,,Pending,,
field.user.owner.option.identity-ops,Identity Operations,തിരിച്ചറിയൽ പ്രവർത്തനങ്ങൾ,,Pending,,
ui.identity.and.contact.details.b0f56cb6,Identity and contact details,തിരിച്ചറിയലും ബന്ധപ്പെടാനുള്ള വിവരങ്ങളും,,Pending,,
"Identity, access, organization assignment, security policy and personal settings.","Identity, access, organization assignment, security policy and personal settings.","തിരിച്ചറിയൽ, പ്രവേശനം, സ്ഥാപന ചുമതല, സുരക്ഷാ നയം, വ്യക്തിഗത ക്രമീകരണങ്ങൾ.",,Pending,,
Ids and versions only. Prompt,Ids and versions only. Prompt,ഐഡികളും പതിപ്പുകളും മാത്രം. പ്രോംപ്റ്റ്,,Pending,,
ui.ids.and.versions.only.prompt.e8f8a0a3,Ids and versions only. Prompt ,ഐഡികളും പതിപ്പുകളും മാത്രം. പ്രോംപ്റ്റ് ,,Pending,,
ui.ids.and.versions.the.text.stays.on.the.server.976cd4c2,Ids and versions. The text stays on the server.,ഐഡികളും പതിപ്പുകളും. വാചകം സെർവറിൽ തുടരും.,,Pending,,
menu.healthcare.imaging-worklist.label,Imaging,മെഡിക്കൽ ഇമേജിംഗ്,,Pending,,
Immunisation status,Immunisation status,പ്രതിരോധ കുത്തിവയ്പ്പ് നില,,Pending,,
ui.import.2cff9baa,Import,ഇംപോർട്ട്,,Pending,,
menu.library.import-export.label,Import & Export,ഇറക്കുമതിയും കയറ്റുമതിയും,,Pending,,
Import & export,Import & export,ഇംപോർട്ടും എക്സ്പോർട്ടും,,Pending,,
ui.import.excel.csv.f5248759,Import Excel / CSV,Excel / CSV ഇംപോർട്ട്,,Pending,,
