key,English,translation,review_status,reviewer,comments
template.name.checklist-workspace,Checklist Workspace,പരിശോധനാ പട്ടിക വർക്ക്‌സ്‌പേസ്,Pending,,
template.name.discharge-closure,Discharge / Closure,ഡിസ്ചാർജ് / സമാപനം,Pending,,
template.name.structured-result,Structured Result Entry,ഘടിത ഫല എൻട്രി,Pending,,
template.name.lab-result,Laboratory Result,ലബോറട്ടറി ഫലം,Pending,,
template.name.narrative-result,Narrative Result / Report,വിവരണാത്മക ഫലം / റിപ്പോർട്ട്,Pending,,
template.name.observation-chart,Observation Chart,നിരീക്ഷണ ചാർട്ട്,Pending,,
template.name.assessment-scoring,Assessment / Scoring,വിലയിരുത്തൽ / സ്കോറിംഗ്,Pending,,
template.name.result-verification,Result Review and Verification,ഫല അവലോകനവും സ്ഥിരീകരണവും,Pending,,
template.name.result-comparison,Result Comparison,ഫല താരതമ്യം,Pending,,
template.name.certificate-output,Certificate / Final Output,സർട്ടിഫിക്കറ്റ് / അന്തിമ ഔട്ട്പുട്ട്,Pending,,
template.name.goods-receipt,Goods Receipt,സാധനങ്ങൾ സ്വീകരിക്കൽ,Pending,,
template.name.issue-dispatch,Issue / Dispatch,ഇഷ്യൂ / ഡിസ്പാച്ച്,Pending,,
template.name.stock-transfer,Stock Transfer,സ്റ്റോക്ക് കൈമാറ്റം,Pending,,
template.name.stock-count,Stock Count / Adjustment,സ്റ്റോക്ക് എണ്ണൽ / ക്രമീകരണം,Pending,,
template.name.batch-serial-tracking,Batch / Serial Tracking,ബാച്ച് / സീരിയൽ ട്രാക്കിംഗ്,Pending,,
template.name.pick-pack,Pick / Pack Workspace,പിക്ക് / പാക്ക് വർക്ക്‌സ്‌പേസ്,Pending,,
template.name.transport-plan,Trip / Transport Plan,യാത്ര / ഗതാഗത പദ്ധതി,Pending,,
template.name.dispatch-board,Dispatch and Tracking Board,"ഡിസ്പാച്ച്, ട്രാക്കിംഗ് ബോർഡ്",Pending,,
template.name.journal-voucher,Journal Voucher,ജേണൽ വൗച്ചർ,Pending,,
template.name.payment-voucher,Payment Voucher,പേയ്‌മെന്റ് വൗച്ചർ,Pending,,
template.name.receipt-voucher,Receipt Voucher,രസീത് വൗച്ചർ,Pending,,
template.name.invoice-billing,Invoice / Billing Workspace,ഇൻവോയ്സ് / ബില്ലിംഗ് വർക്ക്‌സ്‌പേസ്,Pending,,
template.name.patient-billing,Patient Billing,രോഗി ബില്ലിംഗ്,Pending,,
template.name.school-fees,School Fees,സ്കൂൾ ഫീസ്,Pending,,
template.name.credit-debit-note,Credit / Debit Note,ക്രെഡിറ്റ് / ഡെബിറ്റ് നോട്ട്,Pending,,
template.name.allocation-settlement,Allocation / Settlement,അനുവദിക്കൽ / തീർപ്പാക്കൽ,Pending,,
template.name.bank-reconciliation,Bank Reconciliation,ബാങ്ക് അനുരഞ്ജനം,Pending,,
template.name.budget-workspace,Budget Workspace,ബജറ്റ് വർക്ക്‌സ്‌പേസ്,Pending,,
template.name.period-processing,Period Processing,പീരിയഡ് പ്രോസസ്സിംഗ്,Pending,,
template.name.statement-account,Statement of Account,അക്കൗണ്ട് സ്റ്റേറ്റ്മെന്റ്,Pending,,
template.name.report-parameters,Report Parameters,റിപ്പോർട്ട് പാരാമീറ്ററുകൾ,Pending,,
template.name.tabular-report,Tabular Report,പട്ടികാ റിപ്പോർട്ട്,Pending,,
template.name.grouped-report,Grouped / Summary Report,ഗ്രൂപ്പ് / സംഗ്രഹ റിപ്പോർട്ട്,Pending,,
template.name.pivot-report,Pivot / Cross-tab Report,പിവറ്റ് / ക്രോസ്-ടാബ് റിപ്പോർട്ട്,Pending,,
template.name.printable-report,Document / Printable Report,പ്രമാണം / അച്ചടിക്കാവുന്ന റിപ്പോർട്ട്,Pending,,
template.name.operational-dashboard,Operational Dashboard,പ്രവർത്തന ഡാഷ്ബോർഡ്,Pending,,
template.name.management-dashboard,Management Dashboard,മാനേജ്മെന്റ് ഡാഷ്ബോർഡ്,Pending,,
template.name.analytical-workspace,Analytical Workspace,വിശകലന വർക്ക്‌സ്‌പേസ്,Pending,,
template.name.entity-360,360° Entity Workspace,360° എന്റിറ്റി വർക്ക്‌സ്‌പേസ്,Pending,,
template.name.history-timeline,Timeline / History,ടൈംലൈൻ / ചരിത്രം,Pending,,
template.name.document-workspace,Document Workspace,പ്രമാണ വർക്ക്‌സ്‌പേസ്,Pending,,
template.name.task-workspace,Task Workspace,ടാസ്‌ക് വർക്ക്‌സ്‌പേസ്,Pending,,
template.name.communication-workspace,Communication Workspace,ആശയവിനിമയ വർക്ക്‌സ്‌പേസ്,Pending,,
template.name.policy-editor,Preferences and Policy Editor,"മുൻഗണന, നയ എഡിറ്റർ",Pending,,
template.name.permissions-matrix,Permissions Matrix,അനുമതി മാട്രിക്സ്,Pending,,
template.name.workflow-configuration,Workflow Configuration,വർക്ക്‌ഫ്ലോ ക്രമീകരണം,Pending,,
template.name.import-wizard,Import Wizard,ഇറക്കുമതി വിസാർഡ്,Pending,,
template.name.background-jobs,Background Jobs Center,പശ്ചാത്തല ജോലികളുടെ കേന്ദ്രം,Pending,,
template.name.schedule-configuration,Schedule Configuration,ഷെഡ്യൂൾ ക്രമീകരണം,Pending,,
template.name.audit-explorer,Audit / Incident Explorer,ഓഡിറ്റ് / സംഭവ എക്സ്പ്ലോറർ,Pending,,
template.name.integration-configuration,Integration Configuration,സംയോജന ക്രമീകരണം,Pending,,
template.validation.hierarchy,A record cannot be its own ancestor. Choose another parent.,ഒരു രേഖയ്ക്ക് സ്വന്തം പൂർവ്വികനാകാൻ കഴിയില്ല. മറ്റൊരു മാതൃരേഖ തിരഞ്ഞെടുക്കുക.,Pending,,
