message_key,english,current_translation,reviewer,status,proposed_translation,notes
ui.explain.3b61e4e9,Explain,समझाएँ,,Pending,,
ui.explain.figures.8a325f0d,Explain figures,आँकड़े समझाएँ,,Pending,,
Explain these figures,Explain these figures,ये आँकड़े समझाएँ,,Pending,,
Explain this record,Explain this record,यह रिकॉर्ड समझाएँ,,Pending,,
Explains the fields on the open record and what its current status means.,Explains the fields on the open record and what its current status means.,खुले रिकॉर्ड के फ़ील्ड और वर्तमान स्थिति समझाता है।,,Pending,,
ui.export.36648955,Export,निर्यात करें,,Pending,,
field.customer.jurisdiction.option.export,Export / zero-rated,निर्यात / शून्य दर,,Pending,,
Export evidence,Export evidence,साक्ष्य निर्यात करें,,Pending,,
ui.export.format.df339cb8,Export format,निर्यात प्रारूप,,Pending,,
Export ready,Export ready,निर्यात तैयार,,Pending,,
Export visible records ({format}),Export visible records ({format}),दिखने वाले रिकॉर्ड निर्यात करें ({format}),,Pending,,
ui.export.workbook.f9fce806,Export workbook,कार्यपुस्तिका निर्यात,,Pending,,
Export • Zero rated,Export • Zero rated,निर्यात • शून्य दर,,Pending,,
column.supplier-fin-master.exposure.label,Exposure,वित्तीय जोखिम,,Pending,,
"Exposure, adherence, response, side effects, interactions.","Exposure, adherence, response, side effects, interactions.","संपर्क, पालन, प्रतिक्रिया, दुष्प्रभाव, अंतःक्रियाएँ।",,Pending,,
Extensive — two of three categories met,Extensive — two of three categories met,व्यापक — तीन में से दो श्रेणियाँ पूरी,,Pending,,
field.hr-dashboard.category.option.External,External,बाहरी,,Pending,,
ui.external.billing.reference.e59adc54,External billing reference,बाहरी बिलिंग संदर्भ,,Pending,,
External examination if indicated,External examination if indicated,संकेत होने पर बाहरी परीक्षण,,Pending,,
field.hr-dashboard.externalRef.label,External reference,बाहरी संदर्भ,,Pending,,
Eye contact,Eye contact,नेत्र संपर्क,,Pending,,
ui.face.to.face.and.non.face.to.face.time.by.the.reporting.6df1aa8e,Face-to-face and non-face-to-face time by the reporting practitioner on that date. Do not infer it from how long the record was open.,उस तारीख को रिपोर्ट करने वाले चिकित्सक का प्रत्यक्ष और अप्रत्यक्ष समय। रिकॉर्ड खुला रहने की अवधि से अनुमान न लगाएँ।,,Pending,,
Falls risk,Falls risk,गिरने का जोखिम,,Pending,,
"Falls, cognition, function, polypharmacy, caregiver, goals.","Falls, cognition, function, polypharmacy, caregiver, goals.","गिरना, संज्ञान, कार्यक्षमता, बहुदवा, देखभालकर्ता, लक्ष्य।",,Pending,,
Feb,Feb,फ़रवरी,,Pending,,
Feedback,Feedback,प्रतिक्रिया,,Pending,,
menu.library.feedback-components.label,Feedback & Overlays,प्रतिक्रिया और ओवरले,,Pending,,
Feeding and intake,Feeding and intake,भोजन और सेवन,,Pending,,
Fetal heart rate,Fetal heart rate,भ्रूण हृदय दर,,Pending,,
Fetal movement,Fetal movement,भ्रूण गतिविधि,,Pending,,
Fever pattern,Fever pattern,बुखार पैटर्न,,Pending,,
"Fever, cough or acute presentation","Fever, cough or acute presentation","बुखार, खाँसी या तीव्र लक्षण",,Pending,,
ui.field.f45fc1df,Field,फ़ील्ड,,Pending,,
Fields,Fields,फ़ील्ड,,Pending,,
Fields and sections are defined once and rendered by every form presentation.,Fields and sections are defined once and rendered by every form presentation.,फ़ील्ड और अनुभाग एक बार परिभाषित होकर हर फ़ॉर्म रूप में दिखते हैं।,,Pending,,
ui.fill.033955d4,Fill,भरें,,Pending,,
Filter,Filter,फ़िल्टर,,Pending,,
ui.filter.options.62b72239,Filter options,फ़िल्टर विकल्प,,Pending,,
ui.filtered.0ba993b3,Filtered,फ़िल्टर किया गया,,Pending,,
ui.filters.546ebb8e,Filters,फ़िल्टर,,Pending,,
Filters excluded from links: {count}. Save a view to share this.,Filters excluded from links: {count}. Save a view to share this.,लिंक से हटाए फ़िल्टर: {count}। साझा करने के लिए दृश्य सहेजें।,,Pending,,
Filters reset,Filters reset,फ़िल्टर रीसेट,,Pending,,
ui.filters.columns.sort.and.page.size.are.stored.with.your.643172f0,"Filters, columns, sort and page size are stored with your account.","फ़िल्टर, कॉलम, क्रम और पृष्ठ आकार आपके खाते में सहेजे जाते हैं।",,Pending,,
"Filters, views, columns, sorting, pagination and preview","Filters, views, columns, sorting, pagination and preview","फ़िल्टर, दृश्य, कॉलम, क्रम, पृष्ठ विभाजन और पूर्वावलोकन",,Pending,,
menu.payroll.final-settlement.label,Final Settlement,अंतिम निपटान,,Pending,,
Final review,Final review,अंतिम समीक्षा,,Pending,,
Final segments: {count},Final segments: {count},अंतिम खंड: {count},,Pending,,
Finance,Finance,वित्त,,Pending,,
Finance & Accounting,Finance & Accounting,वित्त और लेखांकन,,Pending,,
Finance Command Center,Finance Command Center,वित्त नियंत्रण केंद्र,,Pending,,
Finance Dashboard,Finance Dashboard,वित्त डैशबोर्ड,,Pending,,
Finance Leadership,Finance Leadership,वित्त नेतृत्व,,Pending,,
field.user.roles.option.finance-manager,Finance Manager,वित्त प्रबंधक,,Pending,,
Finance Queues,Finance Queues,वित्त कतारें,,Pending,,
Finance Setup,Finance Setup,वित्त सेटअप,,Pending,,
Finance review,Finance review,वित्त समीक्षा,,Pending,,
Financial Statements,Financial Statements,वित्तीय विवरण,,Pending,,
ui.find.approvals.02c11f97,Find approvals,अनुमोदन खोजें,,Pending,,
Find documentation gaps,Find documentation gaps,दस्तावेज़ की कमियाँ खोजें,,Pending,,
Find records,Find records,रिकॉर्ड खोजें,,Pending,,
field.consultation.examinationNotes.label,Findings,निष्कर्ष,,Pending,,
ui.fingerprint.ba7af0b7,Fingerprint,फ़िंगरप्रिंट,,Pending,,
api.message.9a2e0adf7846,Finish or retry earlier imports before creating another.,नया आयात बनाने से पहले पिछले आयात पूरे करें या दोबारा चलाएँ।,,Pending,,
Finished goods,Finished goods,तैयार माल,,Pending,,
ui.fires.a.sample.using.the.settings.above.33ab8430,Fires a sample using the settings above.,ऊपर की सेटिंग से नमूना दिखाता है।,,Pending,,
ui.first.set.3757ac29,First set,पहली बार सेट,,Pending,,
menu.finance.fiscal-period.label,Fiscal Period,वित्तीय अवधि,,Pending,,
ui.fix.sidebar.open.5cfa2a6b,Fix sidebar open,साइडबार खुला रखें,,Pending,,
ui.floating.windows.4f5a6c7b,Floating windows,फ़्लोटिंग विंडो,,Pending,,
Flow,Flow,प्रवाह,,Pending,,
column.consultation-worklist.followUp.label,Follow-up,अनुवर्ती,,Pending,,
ui.follow.up.and.safety.net.plan.verified.2e5847f1,Follow-up and safety-net plan verified,अनुवर्ती और सुरक्षा योजना सत्यापित,,Pending,,
field.consultation.followUp.label,Follow-up date,अनुवर्ती तिथि,,Pending,,
field.consultation.outcome.option.Follow-up%20in%204%20weeks,Follow-up in 4 weeks,4 सप्ताह में अनुवर्ती,,Pending,,
Follow-up ownership,Follow-up ownership,अनुवर्ती जिम्मेदारी,,Pending,,
ui.font.family.119ef3fa,Font family,फ़ॉन्ट परिवार,,Pending,,
Font size,Font size,फ़ॉन्ट आकार,,Pending,,
ui.fonts.and.sizes.for.the.shell.forms.and.result.lists.5079efb6,"Fonts and sizes for the shell, forms and result lists.","मुख्य इंटरफ़ेस, फ़ॉर्म और परिणाम सूचियों के फ़ॉन्ट और आकार।",,Pending,,
For this browser only,For this browser only,केवल इस ब्राउज़र के लिए,,Pending,,
Forecast confidence,Forecast confidence,पूर्वानुमान विश्वास,,Pending,,
column.drug-master.form.label,Form,फ़ॉर्म,,Pending,,
menu.library.form-controls.label,Form Controls,फ़ॉर्म नियंत्रण,,Pending,,
menu.library.form-patterns.label,Form Patterns,फ़ॉर्म पैटर्न,,Pending,,
Form and process,Form and process,रूप और प्रक्रिया,,Pending,,
Form controls,Form controls,फ़ॉर्म नियंत्रण,,Pending,,
ui.form.field.size.b4395a90,Form field size,फ़ॉर्म फ़ील्ड आकार,,Pending,,
ui.form.mode.657dd0c2,Form mode:,फ़ॉर्म मोड:,,Pending,,
Form schemas,Form schemas,फ़ॉर्म स्कीमा,,Pending,,
FormRenderer usage increased,FormRenderer usage increased,FormRenderer उपयोग बढ़ा,,Pending,,
menu.payroll.pay-formula.label,Formula Designer,सूत्र डिज़ाइनर,,Pending,,
ui.formula.bar.8b12e6c7,Formula bar,फ़ॉर्मूला बार,,Pending,,
column.drug-master.formulary.label,Formulary,औषधि सूची,,Pending,,
menu.pharmacy.rx-formulary.label,Formulary & Stock,औषध सूची और स्टॉक,,Pending,,
menu.pharmacy.formulary-setup.label,Formulary Setup,औषध सूची सेटअप,,Pending,,
Formulary compliance,Formulary compliance,औषधि सूची अनुपालन,,Pending,,
ui.four.characters.enough.to.tell.two.keys.apart.not.enough.4eee3d19,"Four characters. Enough to tell two keys apart, not enough to be one.","चार अक्षर। दो कुंजियाँ पहचानने के लिए पर्याप्त, कुंजी बनने के लिए नहीं।",,Pending,,
"Four layers, one screen","Four layers, one screen","चार परतें, एक स्क्रीन",,Pending,,
ui.frequency.16b6668d,Frequency,आवृत्ति,,Pending,,
From date,From date,आरंभ तिथि,,Pending,,
menu.sales.fulfillment-worklist.label,Fulfillment Worklist,ऑर्डर पूर्ति कार्यसूची,,Pending,,
Fulfillment exceptions,Fulfillment exceptions,पूर्ति अपवाद,,Pending,,
Function,Function,कार्यक्षमता,,Pending,,
"Function, frailty and caregiver","Function, frailty and caregiver","कार्यक्षमता, दुर्बलता और देखभालकर्ता",,Pending,,
Functional,Functional,कार्यात्मक,,Pending,,
Functional limitation,Functional limitation,कार्यात्मक सीमा,,Pending,,
Fundal height,Fundal height,गर्भाशय ऊँचाई,,Pending,,
Future-token ready,Future-token ready,भावी टोकन के लिए तैयार,,Pending,,
GBP — Pound sterling,GBP — Pound sterling,GBP — पाउंड स्टर्लिंग,,Pending,,
column.patient-master.gender.label,Gender,लिंग,,Pending,,
General,General,सामान्य,,Pending,,
General Ledger,General Ledger,सामान्य खाता बही,,Pending,,
field.consultation.specialty.option.General%20Medicine,General Medicine,सामान्य चिकित्सा,,Pending,,
General and abdominal,General and abdominal,सामान्य और उदर,,Pending,,
section.hr-dashboard.general.title,General information,सामान्य जानकारी,,Pending,,
General status,General status,सामान्य स्थिति,,Pending,,
ui.generated.17.42.gst.f43f2032,Generated 17:42 GST,17:42 GST पर बना,,Pending,,
Georgia (serif),Georgia (serif),Georgia (सेरिफ़),,Pending,,
Gestational age,Gestational age,गर्भकाल आयु,,Pending,,
"Gestational status, medication and imaging safety.","Gestational status, medication and imaging safety.","गर्भावस्था स्थिति, दवा और इमेजिंग सुरक्षा।",,Pending,,
Global and page-specific actions are discoverable and focus accessible.,Global and page-specific actions are discoverable and focus accessible.,सामान्य और पृष्ठ कार्रवाइयाँ खोज योग्य और फ़ोकस से सुलभ हैं।,,Pending,,
Go to the module dashboard,Go to the module dashboard,मॉड्यूल डैशबोर्ड पर जाएँ,,Pending,,
Goes to,Goes to,भेजा जाता है,,Pending,,
ui.goes.to.69415870,Goes to ,भेजा जाता है ,,Pending,,
menu.supply.goods-receipt.label,Goods Receipt,माल प्राप्ति,,Pending,,
Goods receipt posted,Goods receipt posted,माल प्राप्ति पोस्ट हुई,,Pending,,
Government,Government,सरकारी,,Pending,,
menu.hr.grade-master.label,Grade & Band,ग्रेड और बैंड,,Pending,,
ui.grand.total.d88867c4,Grand total,कुल योग,,Pending,,
Grid,Grid,ग्रिड,,Pending,,
Grooming,Grooming,साज-सँवार,,Pending,,
Gross margin,Gross margin,सकल मार्जिन,,Pending,,
Gross subtotal,Gross subtotal,सकल उप-योग,,Pending,,
Growth,Growth,विकास,,Pending,,
Growth centile,Growth centile,विकास प्रतिशतक,,Pending,,
Growth trajectory,Growth trajectory,विकास रुझान,,Pending,,
"Guardian source, growth, development, age-appropriate ranges.","Guardian source, growth, development, age-appropriate ranges.","अभिभावक स्रोत, वृद्धि, विकास, आयु अनुरूप सीमाएँ।",,Pending,,
"Guardian source, weight-based safety, development, consent.","Guardian source, weight-based safety, development, consent.","अभिभावक स्रोत, वजन आधारित सुरक्षा, विकास, सहमति।",,Pending,,
"Guardian, growth and safeguarding","Guardian, growth and safeguarding","अभिभावक, विकास और संरक्षण",,Pending,,
Guided tour ·,Guided tour ·,निर्देशित दौरा ·,,Pending,,
ui.guided.tour.40eb5b9e,Guided tour · ,निर्देशित दौरा · ,,Pending,,
ui.guided.tours.and.shortcuts.bottom.corner.86c65f92,"Guided tours and shortcuts, bottom corner",नीचे के कोने में निर्देशित दौरे और शॉर्टकट,,Pending,,
Gynaecological,Gynaecological,स्त्री रोग,,Pending,,
module.healthcare.shortLabel,HC,स्वास्थ्य सेवा,,Pending,,
module.hr.shortLabel,HR,मानव संसाधन,,Pending,,
field.user.roles.option.hr-business-partner,HR Business Partner,मानव संसाधन व्यवसाय भागीदार,,Pending,,
page.hr-dashboard.title,HR Command Center,मानव संसाधन नियंत्रण केंद्र,,Pending,,
menu.hr.hr-dashboard.label,HR Dashboard,मानव संसाधन डैशबोर्ड,,Pending,,
menu.hr.hr-settings.label,HR Setup,मानव संसाधन सेटअप,,Pending,,
field.user.owner.option.hr-shared,HR Shared Services,साझा मानव संसाधन सेवाएँ,,Pending,,
Head circumference,Head circumference,सिर परिधि,,Pending,,
ui.header.ba5caa42,Header,शीर्ष पट्टी,,Pending,,
Header entries,Header entries,शीर्ष प्रविष्टियाँ,,Pending,,
"Header records, lines, payments, tax and print composition","Header records, lines, payments, tax and print composition","शीर्ष रिकॉर्ड, पंक्तियाँ, भुगतान, कर और प्रिंट संयोजन",,Pending,,
ui.header.theme.994e2001,Header theme,शीर्ष पट्टी थीम,,Pending,,
ui.header.tone.8dd3f09c,Header tone,शीर्ष पट्टी रंग शैली,,Pending,,
"Header, module navigation, sidebar, tabs and footer","Header, module navigation, sidebar, tabs and footer","शीर्ष, मॉड्यूल नेविगेशन, साइडबार, टैब और पाद",,Pending,,
ui.header.sidebar.cards.and.everything.not.listed.below.03fd4fdb,"Header, sidebar, cards and everything not listed below.","शीर्ष पट्टी, साइडबार, कार्ड और नीचे नहीं दी गई सभी चीज़ें।",,Pending,,
Health,Health,स्वास्थ्य,,Pending,,
module.healthcare.label,Healthcare,स्वास्थ्य सेवा,,Pending,,
menu.healthcare.healthcare-dashboard.label,Healthcare Dashboard,स्वास्थ्य सेवा डैशबोर्ड,,Pending,,
"Heart failure, hypertension or arrhythmia review","Heart failure, hypertension or arrhythmia review","हृदय विफलता, उच्च रक्तचाप या अतालता समीक्षा",,Pending,,
Heart sounds,Heart sounds,हृदय ध्वनियाँ,,Pending,,
Heart-failure functional class,Heart-failure functional class,हृदय विफलता कार्यात्मक वर्ग,,Pending,,
Height or length centile,Height or length centile,ऊँचाई या लंबाई प्रतिशतक,,Pending,,
ui.held.back.300ea402,Held back:,रोका गया:,,Pending,,
ui.help.b79cac92,Help,सहायता,,Pending,,
ui.help.b22e5e67,Help (?),सहायता (?),,Pending,,
ui.help.assistant.button.ac1e5563,Help assistant button,सहायता सहायक बटन,,Pending,,
field.hr-dashboard.priority.option.High,High,उच्च,,Pending,,
High — e.g. drug therapy requiring intensive monitoring for toxicity; decision regarding hospitalisation,High — e.g. drug therapy requiring intensive monitoring for toxicity; decision regarding hospitalisation,उच्च — जैसे विषाक्तता की गहन निगरानी वाली दवा; अस्पताल भर्ती का निर्णय,,Pending,,
field.user.language.option.hi,Hindi,हिन्दी,,Pending,,
field.consultation.history.label,History of presenting complaint,वर्तमान शिकायत का इतिहास,,Pending,,
"History, allergies and reconciliation","History, allergies and reconciliation","इतिहास, एलर्जी और दवा मिलान",,Pending,,
ui.honoured.by.every.module.and.page.4bbba1b9,Honoured by every module and page.,हर मॉड्यूल और पृष्ठ पर लागू।,,Pending,,
Hover,Hover,होवर,,Pending,,
ui.how.the.data.table.reads.at.twelve.columns.and.a.hundred.ff397919,How the data table reads at twelve columns and a hundred rows.,बारह कॉलम और सौ पंक्तियों वाली तालिका का प्रदर्शन।,,Pending,,
ui.how.the.provider.is.permitted.to.handle.what.it.is.sent.8a5b2181,How the provider is permitted to handle what it is sent.,प्रदाता भेजी गई सामग्री को कैसे संभाल सकता है।,,Pending,,
ui.how.this.was.composed.a455784c,How this was composed,यह कैसे तैयार हुआ,,Pending,,
module.hr.label,Human Resources,मानव संसाधन,,Pending,,
Hydration,Hydration,जलस्थिति,,Pending,,
Hypertensive or diabetic risk,Hypertensive or diabetic risk,उच्च रक्तचाप या मधुमेह जोखिम,,Pending,,
ui.i.reviewed.the.clinical.content.8bdeac61,I reviewed the clinical content,मैंने नैदानिक सामग्री की समीक्षा की,,Pending,,
INR — Indian rupee,INR — Indian rupee,INR — भारतीय रुपया,,Pending,,
INR • Indian Rupee,INR • Indian Rupee,INR • भारतीय रुपया,,Pending,,
field.user.owner.option.it-desk,IT Service Desk,आईटी सेवा केंद्र,,Pending,,
Id,Id,आईडी,,Pending,,
section.hr-dashboard.general.description,"Identification, ownership and lifecycle.","पहचान, स्वामित्व और जीवनचक्र।",,Pending,,
section.user.identity.title,Identity,पहचान,,Pending,,
menu.hr.identity.label,Identity & Access,पहचान और पहुँच,,Pending,,
field.user.owner.option.identity-ops,Identity Operations,पहचान संचालन,,Pending,,
ui.identity.and.contact.details.b0f56cb6,Identity and contact details,पहचान और संपर्क विवरण,,Pending,,
"Identity, access, organization assignment, security policy and personal settings.","Identity, access, organization assignment, security policy and personal settings.","पहचान, पहुँच, संगठन आवंटन, सुरक्षा नीति और व्यक्तिगत सेटिंग।",,Pending,,
Ids and versions only. Prompt,Ids and versions only. Prompt,केवल आईडी और संस्करण। प्रॉम्प्ट,,Pending,,
ui.ids.and.versions.only.prompt.e8f8a0a3,Ids and versions only. Prompt ,केवल आईडी और संस्करण। प्रॉम्प्ट ,,Pending,,
ui.ids.and.versions.the.text.stays.on.the.server.976cd4c2,Ids and versions. The text stays on the server.,आईडी और संस्करण। पाठ सर्वर पर रहता है।,,Pending,,
menu.healthcare.imaging-worklist.label,Imaging,चिकित्सा इमेजिंग,,Pending,,
Immunisation status,Immunisation status,टीकाकरण स्थिति,,Pending,,
ui.import.2cff9baa,Import,आयात,,Pending,,
menu.library.import-export.label,Import & Export,आयात और निर्यात,,Pending,,
Import & export,Import & export,आयात और निर्यात,,Pending,,
ui.import.excel.csv.f5248759,Import Excel / CSV,Excel / CSV आयात,,Pending,,
Import at most 500 data rows at a time.,Import at most 500 data rows at a time.,एक बार में अधिकतम 500 डेटा पंक्तियाँ आयात करें।,,Pending,,
api.message.7d30c09e015a,Import exceeds the service request limit.,आयात सेवा अनुरोध की सीमा से बड़ा है।,,Pending,,
Import failed,Import failed,आयात विफल,,Pending,,
api.message.6799f06939d9,Import not available.,आयात उपलब्ध नहीं है।,,Pending,,
Import paused. Resume to continue.,Import paused. Resume to continue.,आयात रुका है। जारी रखने के लिए फिर शुरू करें।,,Pending,,
Import processing finished.,Import processing finished.,आयात प्रक्रिया पूरी हुई।,,Pending,,
ui.import.progress.d3d5b27e,Import progress,आयात प्रगति,,Pending,,
ui.import.records.9b70f039,Import records,रिकॉर्ड आयात करें,,Pending,,
ui.import.row.results.9434e9fe,Import row results,आयात पंक्ति परिणाम,,Pending,,
Import service is unavailable. Retry to check the result.,Import service is unavailable. Retry to check the result.,आयात सेवा अनुपलब्ध। परिणाम जाँचने के लिए फिर कोशिश करें।,,Pending,,
api.message.ee2ea0542db6,Import status could not be confirmed. Resume the import to check completed rows.,आयात स्थिति की पुष्टि नहीं हुई। पूरी हुई पंक्तियाँ देखने के लिए आयात फिर शुरू करें।,,Pending,,
Import valid rows: {count},Import valid rows: {count},मान्य पंक्तियाँ आयात करें: {count},,Pending,,
Import {page},Import {page},{page} आयात करें,,Pending,,
Imported with provenance from validated observations,Imported with provenance from validated observations,सत्यापित अवलोकनों से स्रोत सहित आयात,,Pending,,
Importing rows…,Importing rows…,पंक्तियाँ आयात हो रही हैं…,,Pending,,
"In production the signer, version, timestamp and method are captured; later edits become addenda.","In production the signer, version, timestamp and method are captured; later edits become addenda.","उत्पादन में हस्ताक्षरकर्ता, संस्करण, समय और तरीका दर्ज होते हैं; बाद के बदलाव परिशिष्ट बनते हैं।",,Pending,,
In progress,In progress,प्रगति में,,Pending,,
field.consultation.chiefComplaint.placeholder,In the patient's own words where possible,जहाँ संभव हो रोगी के अपने शब्दों में,,Pending,,
In transit,In transit,मार्ग में,,Pending,,
Inactive,Inactive,निष्क्रिय,,Pending,,
Inbound shipment received,Inbound shipment received,आवक खेप प्राप्त,,Pending,,
menu.library.inbox.label,Inbox,इनबॉक्स,,Pending,,
Include a header and at least one data row.,Include a header and at least one data row.,शीर्षक और कम से कम एक डेटा पंक्ति शामिल करें।,,Pending,,
Incomplete: {sections}.,Incomplete: {sections}.,अपूर्ण: {sections}.,,Pending,,
ui.independent.of.the.page.theme.solarized.rail.on.a.nexora.af1752bc,"Independent of the page theme — Solarized rail on a Nexora page, say",पृष्ठ थीम से स्वतंत्र — जैसे Nexora पृष्ठ पर Solarized रेल,,Pending,,
ui.independent.of.the.page.theme.as.the.rail.s.is.f79134b6,"Independent of the page theme, as the rail's is",रेल की तरह पृष्ठ थीम से स्वतंत्र,,Pending,,
field.customer.country.option.IN,India,भारत,,Pending,,
field.customer.jurisdiction.option.india-gst,India GST,भारतीय जीएसटी,,Pending,,
Indication,Indication,संकेत,,Pending,,
"Indication, readiness, consent status and peri-procedure plan.","Indication, readiness, consent status and peri-procedure plan.","संकेत, तैयारी, सहमति स्थिति और प्रक्रिया संबंधी योजना।",,Pending,,
"Indication, risks discussed, and preparation","Indication, risks discussed, and preparation","संकेत, चर्चित जोखिम और तैयारी",,Pending,,
ui.info.170322a3,Info,जानकारी,,Pending,,
ui.information.1cb0ba12,Information,जानकारी,,Pending,,
"Initial evaluation: baseline history, assessment, diagnosis and plan.","Initial evaluation: baseline history, assessment, diagnosis and plan.","प्रारंभिक मूल्यांकन: मूल इतिहास, आकलन, निदान और योजना।",,Pending,,
Initial treatment goals,Initial treatment goals,प्रारंभिक उपचार लक्ष्य,,Pending,,
section.user.preferences.description,Initial workspace defaults; the user can refine these later.,प्रारंभिक कार्यक्षेत्र सेटिंग; उपयोगकर्ता इन्हें बाद में बदल सकता है।,,Pending,,
Injury classification,Injury classification,चोट वर्गीकरण,,Pending,,
Inpatient,Inpatient,भर्ती रोगी,,Pending,,
Inpatients today,Inpatients today,आज के भर्ती रोगी,,Pending,,
Input validation,Input validation,इनपुट सत्यापन,,Pending,,
"Input, search, textarea, select, multiselect and toggle","Input, search, textarea, select, multiselect and toggle","इनपुट, खोज, पाठ क्षेत्र, चयन, बहुचयन और टॉगल",,Pending,,
Inputs,Inputs,इनपुट,,Pending,,
ui.insert.into.narrative.3b44ab17,Insert into narrative,विवरण में जोड़ें,,Pending,,
Insight and judgement,Insight and judgement,अंतर्दृष्टि और निर्णय,,Pending,,
Inspection,Inspection,निरीक्षण,,Pending,,
Insurance / third party,Insurance / third party,बीमा / तीसरा पक्ष,,Pending,,
menu.library.integration-guide.label,Integration Guide,एकीकरण मार्गदर्शिका,,Pending,,
ui.integration.guide.02a0a9e2,Integration guide,एकीकरण गाइड,,Pending,,
Inter (default),Inter (default),Inter (डिफ़ॉल्ट),,Pending,,
Interaction and alertness,Interaction and alertness,संवाद और सजगता,,Pending,,
ui.interactive.reports.are.limited.to.a.configurable.date.r.13a0a236,Interactive reports are limited to a configurable date range. Large historical requests should run as scheduled jobs and deliver a secure file link.,इंटरैक्टिव रिपोर्ट की तिथि सीमा निर्धारित की जा सकती है। बड़े ऐतिहासिक अनुरोध निर्धारित कार्यों से चलें और सुरक्षित फ़ाइल लिंक दें।,,Pending,,
field.hr-dashboard.category.option.Internal,Internal,आंतरिक,,Pending,,
field.user.roles.option.auditor,Internal Auditor,आंतरिक ऑडिटर,,Pending,,
"Interval history, response to treatment, adherence and change in status.","Interval history, response to treatment, adherence and change in status.","बीच का इतिहास, उपचार प्रतिक्रिया, पालन और स्थिति में बदलाव।",,Pending,,
api.message.f7dbb8f02013,Invalid attachment.,अमान्य संलग्नक।,,Pending,,
Invalid column mapping.,Invalid column mapping.,अमान्य कॉलम मैपिंग।,,Pending,,
api.message.20ec574547c4,Invalid destination key.,अमान्य गंतव्य कुंजी।,,Pending,,
api.message.1d8e33865ae3,Invalid import request.,अमान्य आयात अनुरोध।,,Pending,,
api.message.f850d16d78cb,Invalid or oversized record.,रिकॉर्ड अमान्य है या बहुत बड़ा है।,,Pending,,
api.message.6adae2229057,Invalid product.,अमान्य उत्पाद।,,Pending,,
api.message.5b3c6897a389,Invalid record address.,अमान्य रिकॉर्ड पता।,,Pending,,
api.message.e2b9c74266b8,Invalid record key.,अमान्य रिकॉर्ड कुंजी।,,Pending,,
api.message.a9a47b6c988d,Invalid record scope.,अमान्य रिकॉर्ड दायरा।,,Pending,,
api.message.b818d77107aa,Invalid request or attachment larger than 2 MB.,अनुरोध अमान्य है या संलग्नक 2 MB से बड़ा है।,,Pending,,
api.message.33abb093d9d1,Invalid view request.,अमान्य दृश्य अनुरोध।,,Pending,,
menu.supply.inventory.label,Inventory,भंडार,,Pending,,
menu.supply.inventory-count.label,Inventory Count,भंडार गणना,,Pending,,
menu.supply.inventory-valuation.label,Inventory Valuation,भंडार मूल्यांकन,,Pending,,
Inventory value,Inventory value,स्टॉक मूल्य,,Pending,,
Invoice INV-26-005184 overdue,Invoice INV-26-005184 overdue,चालान INV-26-005184 अतिदेय,,Pending,,
Invoice created,Invoice created,चालान बना,,Pending,,
ui.invoice.date.2d2b151a,Invoice date,चालान तिथि,,Pending,,
Invoice date:,Invoice date:,चालान तिथि:,,Pending,,
ui.invoice.date.622cf73f,Invoice date: ,चालान तिथि: ,,Pending,,
Invoice draft updated,Invoice draft updated,चालान ड्राफ़्ट अद्यतन,,Pending,,
column.billing-entry.id.label,Invoice no.,चालान संख्या,,Pending,,
ui.invoice.number.85149f36,Invoice number,चालान संख्या,,Pending,,
ui.invoice.remarks.4f7e85ed,Invoice remarks,चालान टिप्पणियाँ,,Pending,,
Invoice saved,Invoice saved,चालान सहेजा गया,,Pending,,
ui.invoice.summary.f420ef33,Invoice summary,चालान सारांश,,Pending,,
ui.invoice.total.ad80ed79,Invoice total,चालान कुल,,Pending,,
Invoices to validate,Invoices to validate,सत्यापन हेतु चालान,,Pending,,
It carries only the filters that may travel in a URL.,It carries only the filters that may travel in a URL.,इसमें केवल यूआरएल में भेजने योग्य फ़िल्टर हैं।,,Pending,,
"It is not a target. A level is supported by the work that was clinically necessary and actually done — raising an element to reach a code is the thing this panel is meant to make visible, not easier. Office and outpatient levels are selected by medical decision making","It is not a target. A level is supported by the work that was clinically necessary and actually done — raising an element to reach a code is the thing this panel is meant to make visible, not easier. Office and outpatient levels are selected by medical decision making","यह लक्ष्य नहीं है। स्तर वास्तव में किए गए चिकित्सकीय आवश्यक काम से समर्थित है। कोड पाने के लिए तत्व बढ़ाना यह पैनल उजागर करता है, आसान नहीं बनाता। कार्यालय और बाह्य रोगी स्तर चिकित्सा निर्णय से चुने जाते हैं",,Pending,,
column.product-master.name.label,Item,वस्तु,,Pending,,
Item / service,Item / service,वस्तु / सेवा,,Pending,,
Item Code,Item Code,वस्तु कोड,,Pending,,
menu.supply.item-master.label,Item Master,वस्तु मास्टर,,Pending,,
ui.item.code.53e24cae,Item code,वस्तु कोड,,Pending,,
Jan,Jan,जनवरी,,Pending,,
column.employee-master.joinDate.label,Joined,शामिल हुए,,Pending,,
Joiner approvals,Joiner approvals,नए कर्मचारियों का अनुमोदन,,Pending,,
Joint function instrument,Joint function instrument,जोड़ कार्य उपकरण,,Pending,,
"Joint pain, injury or back pain","Joint pain, injury or back pain","जोड़ दर्द, चोट या पीठ दर्द",,Pending,,
menu.finance.journal-entry.label,Journal Entry,जर्नल प्रविष्टि,,Pending,,
